Nothing	ID	Sentiment	Tweet	Time
NA	213	neutral	RT @SaintJohnFPL: Some found art on our stairwell chalkboard. "To err is human. To forgive is divine"A quote from 18th century poet … http…	Thu Jan 21 02:11:52 +0000 2016
NA	214	neutral	Band Of Skulls - I Know What I Am https://t.co/l8zrqR2LhS via @YouTube	Thu Jan 21 02:09:52 +0000 2016
NA	215	positive	@UptownNancy ..ohhh yes...of course!  beautiful. :)	Thu Jan 21 02:08:15 +0000 2016
NA	216	positive	these are amazing.  very talented man.  ..and family :) https://t.co/pBT6V7VjD8	Wed Jan 20 18:40:54 +0000 2016
NA	217	positive	ice skating path through a forest.  how cool.  https://t.co/Mk4CbAdBft	Wed Jan 20 15:29:48 +0000 2016
NA	218	negative	Sophie Gregoire-Trudeau Shows Us Why Impromptu Singing in Public is (Almost) Never a Good Idea https://t.co/j3NBQ2GuYC via @notableca	Wed Jan 20 03:18:06 +0000 2016
NA	219	positive	can't believe he's wearing velcro sandles. other than that.. STyler performs Amazing @ RecoveryUnplugged drug rehab https://t.co/JVBcBPRQf1	Wed Jan 20 01:29:17 +0000 2016
NA	220	positive	because i'm hungry, it tastes better	Wed Jan 20 00:32:47 +0000 2016
NA	221	neutral	RT @RollingStone: Guns N' Roses have announced two pre-Coachella gigs https://t.co/Euzzo2lZur https://t.co/YMmsl3w4Os	Tue Jan 19 22:59:38 +0000 2016
NA	222	neutral	RT @huntallyear90: https://t.co/70l5pa3gXe	Tue Jan 19 22:14:07 +0000 2016
NA	223	positive	it's so nice to walk down Canterbury Street and hear lovely music being piped out to the street by @Thandisj :) https://t.co/htelu9pn41	Tue Jan 19 16:34:18 +0000 2016
NA	224	neutral	https://t.co/uaI2ftCXvO	Tue Jan 19 12:57:41 +0000 2016
NA	225	positive	RT @tumblrfunniest: Girls be like: "I'm not yelling, I just wanna talk" https://t.co/F5CRTtkRcm	Tue Jan 19 04:36:54 +0000 2016
NA	226	neutral	how to un-see this? https://t.co/kqubq7Eues	Tue Jan 19 04:36:32 +0000 2016
NA	227	positive	the legend, tom jones.. :)   https://t.co/ypN6PjGVTG	Tue Jan 19 03:52:08 +0000 2016
NA	228	positive	reminds me of Imogen Heap...  I just used Shazam to discover Clean by The Japanese House. https://t.co/Q3Sp2Ttgmh	Tue Jan 19 03:26:06 +0000 2016
NA	229	neutral	'..eyes on the horizon, with a lot of blue sky'    Cameron Crowe Looks Back on His 1975 Eagles Cover Story https://t.co/WZoiAguGvP	Tue Jan 19 01:28:30 +0000 2016
NA	230	negative	'just because i don't want to' is a pretty common excuse these days	Tue Jan 19 00:09:29 +0000 2016
NA	231	neutral	@phronk ..mj was first?  how old are you?..	Mon Jan 18 23:54:51 +0000 2016
NA	232	positive	hardly any 'other' ;) https://t.co/CmMl9taORb	Mon Jan 18 23:54:04 +0000 2016
NA	233	negative	so weird.  i totally know this song, but the band is completely unfamiliar to me.. https://t.co/UQQN6yIxg6	Mon Jan 18 21:03:22 +0000 2016
NA	234	positive	https://t.co/ODSa27kMmq '...but it's a great escape.'  #BlindMelon	Mon Jan 18 20:57:08 +0000 2016
NA	235	positive	great view!  welcome, neighbour :) https://t.co/885HPdzCYG	Mon Jan 18 16:56:04 +0000 2016
NA	236	neutral	RT @uptownsaintjohn: We know about their produce packs and home-made local products..but have you checked them out for lunch? @realfoodSJ h…	Mon Jan 18 16:25:29 +0000 2016
NA	237	positive	32 extraordinary historical photographs which will leave you stunned https://t.co/6SYnYyfe9U	Mon Jan 18 11:45:11 +0000 2016
NA	238	neutral	truth. https://t.co/eXNSXAQpuK	Mon Jan 18 02:02:30 +0000 2016
NA	239	positive	so beautifully odd and whimsically captivating ..https://t.co/tFgt3rTHIY  Check out EVERYTHING! @FriekeJanssens	Sun Jan 17 23:35:45 +0000 2016
NA	240	positive	i always feel like i need to either be in a bigger city or a smaller one	Sun Jan 17 22:34:39 +0000 2016
NA	241	negative	RT @LaughingSquid: Man Shaves Beard Off After 14 Years Causing His Family To React in Shock https://t.co/xPiWfmBpX7 https://t.co/5qJk69kalW	Sun Jan 17 22:07:24 +0000 2016
NA	242	neutral	https://t.co/kRRe1xbe4q	Sun Jan 17 22:02:18 +0000 2016
NA	243	positive	beautiful sunday morning hike @rockwoodpark https://t.co/59EvEjcIn2	Sun Jan 17 16:33:54 +0000 2016
NA	244	neutral	https://t.co/Ky0YF8MwKZ	Sun Jan 17 03:50:55 +0000 2016
NA	245	negative	beyond beautiful.. Pat and Peter Shaw died in a suicide pact. Their daughters tell tge story... https://t.co/vKD33dgQx6 via @canberratimes	Sun Jan 17 03:19:05 +0000 2016
NA	246	positive	RT @973thewave: In the spring of '59. Great cars and great styles.   ~SM https://t.co/v6C4drTqNy	Sun Jan 17 03:02:27 +0000 2016
NA	247	neutral	https://t.co/QB2lqj0a4K	Sat Jan 16 22:22:17 +0000 2016
NA	248	neutral	https://t.co/xM24PYhLJ5	Sat Jan 16 19:49:05 +0000 2016
NA	249	positive	The 30 wisest quotes by Ernest Hemingway which will enrich your life https://t.co/SOVbMbfgHv	Sat Jan 16 19:40:31 +0000 2016
NA	250	positive	it's better to break a promise than to not do what is truly right for the sake of it	Sat Jan 16 19:35:50 +0000 2016
NA	251	negative	lol..lol... reporter loses it over a pot belly pig story..  https://t.co/jeQwyPB9Ps	Sat Jan 16 17:26:31 +0000 2016
NA	252	neutral	https://t.co/JbI2a2Ucuv	Sat Jan 16 15:04:00 +0000 2016
NA	253	positive	in love with and captivated by these works.. https://t.co/rzXsNEX3t1	Sat Jan 16 04:22:05 +0000 2016
NA	254	neutral	https://t.co/S8Ok4I6DKZ	Sat Jan 16 02:50:52 +0000 2016
NA	255	negative	the bastard sings the sweetest song	Sat Jan 16 02:04:04 +0000 2016
NA	256	neutral	https://t.co/CbmU3rmDWN	Sat Jan 16 01:58:27 +0000 2016
NA	257	positive	dinner date with my girl, @morgankatemagee @takesushi_sj, pre the @NWHMOD grand opening.. https://t.co/64tx1NRWiE	Fri Jan 15 22:19:29 +0000 2016
NA	258	positive	LOVE!!   This is how to grow old in style https://t.co/zxhULplBRh	Fri Jan 15 20:03:23 +0000 2016
NA	259	neutral	seriously? https://t.co/s633wO3cNL	Fri Jan 15 19:54:30 +0000 2016
NA	260	negative	RT @ElusiveJ: Thinking about how we mourn artists we've never met. We don't cry because we knew them, we cry because they helped us know ou…	Fri Jan 15 18:09:10 +0000 2016
NA	261	neutral	I just used Shazam to discover Jimmy Choos by Rickie Lee Jones. https://t.co/uQPEu9EihB	Fri Jan 15 00:45:41 +0000 2016
NA	262	negative	@seanvernon sorry guys, i like the idea of this.  may lightening strike me now.	Thu Jan 14 23:17:48 +0000 2016
NA	263	neutral	that could possibly be absolutely true https://t.co/3XBKm8hZTr	Thu Jan 14 21:47:48 +0000 2016
NA	264	positive	RT @over_rated: Everyone, form a protective circle around Ian McKellen and Patrick Stewart.	Thu Jan 14 21:46:23 +0000 2016
NA	265	neutral	@OatCakeSociety .. https://t.co/kLgNNY5ggt	Thu Jan 14 21:45:13 +0000 2016
NA	266	negative	'kisses kept are kisses wasted.' https://t.co/mo2HZUaGme	Thu Jan 14 21:44:06 +0000 2016
NA	267	negative	truly, madly, deeply	Thu Jan 14 20:30:54 +0000 2016
NA	268	neutral	i will never understand this. https://t.co/Lg2KDRXawC	Thu Jan 14 18:32:57 +0000 2016
NA	269	positive	i'm planning to see this tonight.  i love both of these actors, wondering if i'll agree.. https://t.co/vK3nUt2OHH	Thu Jan 14 16:42:21 +0000 2016
NA	270	neutral	sinkin soon   Norah Jones &amp; J Walter Hawkes https://t.co/AtiaVtzRjG via @YouTube	Thu Jan 14 15:33:05 +0000 2016
NA	271	positive	@jeremyoeg i intentionally like not knowing what this really means ;)	Thu Jan 14 03:59:57 +0000 2016
NA	272	neutral	eerie.. https://t.co/jxOOFGdgYP @977Paulie @977HTZFM	Thu Jan 14 03:57:01 +0000 2016
NA	273	positive	RT @kingofcaviar: Thank you Rick Mercer, you are a great, clever and funny Canadian! https://t.co/0UvCul55gf	Thu Jan 14 03:41:46 +0000 2016
NA	274	negative	RT @phronk: @JustinTrudeau What are you doing about David Bowie being dead?	Thu Jan 14 03:36:07 +0000 2016
NA	275	positive	@MichaelE_4 ..you look great, mike :)	Thu Jan 14 03:09:13 +0000 2016
NA	276	negative	i can't find one song feat @slash that i dislike. he doesn't need a band, bands need him.	Thu Jan 14 01:14:29 +0000 2016
NA	277	positive	RT @gsmm67: right beside youfrom worlds awaybecause it just works~	Wed Jan 13 23:54:28 +0000 2016
NA	278	positive	i'm not a girl.  i'm not yet old.  i'm the just right age.	Wed Jan 13 23:16:02 +0000 2016
NA	279	neutral	RT @The_MartiniGirl: If you ever catch me looking your way .... run.	Wed Jan 13 23:10:16 +0000 2016
NA	280	negative	New Brunswick man falls down https://t.co/0py8YaZH0E via @TheManateeMag	Wed Jan 13 23:08:50 +0000 2016
NA	281	neutral	everyone thinks they are the one	Wed Jan 13 18:59:54 +0000 2016
NA	282	positive	@frogspadca @The_Strypes i will c, thanks. if you say it, i believe it is so. ;)	Wed Jan 13 18:44:14 +0000 2016
NA	283	neutral	I just used Shazam to discover Trouble Town by Jake Bugg. https://t.co/t5X46MOF4n	Wed Jan 13 18:27:52 +0000 2016
NA	284	positive	RT @BinyominS: Sometimes it better in your silence to remain Than to try and explain	Wed Jan 13 13:27:36 +0000 2016
NA	285	neutral	https://t.co/BlTHVaUmXt	Wed Jan 13 06:02:26 +0000 2016
NA	286	neutral	RT @NotaBleActs: Coming soon, one might say... a comedy that is sure to get a rise out of you..! @NextFolding @nastyshadows https://t.co/YZ…	Wed Jan 13 05:13:38 +0000 2016
NA	287	neutral	RT @colleennyborg: How I feel everyday. https://t.co/vk9w6d2wYf	Wed Jan 13 04:57:11 +0000 2016
NA	288	negative	i'm hoping that eating dark chocolate at 12:30am will give me pleasant dreams	Wed Jan 13 04:32:22 +0000 2016
NA	289	neutral	https://t.co/Cqe0BH0B2S	Tue Jan 12 22:31:02 +0000 2016
NA	290	positive	@STG1966 giver!  wish i could be there for the show!	Tue Jan 12 21:35:44 +0000 2016
NA	291	neutral	sooo tempted to buy these. #ValentinesDay #vintage https://t.co/ARgvZR5FPp	Tue Jan 12 21:20:26 +0000 2016
NA	292	positive	my dear sweet gypsy girl, you're the best! miss you but we'll share you w savannah for a bit! xo KEEP FLYING DARLIN' https://t.co/4c1Qi8Yqyc	Tue Jan 12 19:21:08 +0000 2016
NA	293	positive	RT @highchairkings: Windchill of -15F in #MPLS, but there’s a bright side. https://t.co/C1GI5G3Gb7	Tue Jan 12 19:15:07 +0000 2016
NA	294	positive	RT @sinshadow32: Happy birthday @RobZombie !! #RobZombie https://t.co/sFkzOBEqP8	Tue Jan 12 18:29:47 +0000 2016
NA	295	neutral	https://t.co/dfYN35dJaR	Tue Jan 12 18:09:24 +0000 2016
NA	296	positive	RT @earthboundtrio: Ohh look at the new Vinyl we got! Now available at backstreet records in fredericton and Saint… https://t.co/M1KcT4Wvn7	Tue Jan 12 15:24:14 +0000 2016
NA	297	neutral	RT @ABM_Editor: Words to live by https://t.co/2RjdUQykSL	Tue Jan 12 15:00:16 +0000 2016
NA	298	positive	RT @CrosbysMolasses: Top 10 Molasses Recipes of 2015 https://t.co/HQp1DUFgCs https://t.co/LD6CumyaRW	Tue Jan 12 14:48:57 +0000 2016
NA	299	positive	is there anyone on here, bots included, who is willing to kick my butt to the gym every day?  #needingmotivation #needingintervention	Tue Jan 12 14:48:05 +0000 2016
NA	300	negative	time goes so slow when you are waiting for something..... ............. ........	Tue Jan 12 13:47:42 +0000 2016
NA	301	neutral	RT @itsthedarcys: #DavidBowie https://t.co/y0VOMpOIN0	Mon Jan 11 15:16:20 +0000 2016
NA	302	negative	the 'lazarus' video seems so ominous now.  https://t.co/qhGg6XSINe	Mon Jan 11 11:50:01 +0000 2016
NA	303	neutral	https://t.co/FigOc4m0ar	Mon Jan 11 04:00:10 +0000 2016
NA	304	neutral	RT @MrLXC: The main thing is to keep the main thing the main thing.	Mon Jan 11 03:42:14 +0000 2016
NA	305	neutral	'otherside' #rhcp   https://t.co/rfMQtOerVq	Mon Jan 11 03:01:22 +0000 2016
NA	306	positive	our good ol' boys https://t.co/mrpRxjlFt3	Mon Jan 11 02:54:30 +0000 2016
NA	307	negative	there is no possible way that i can do it if i dream it  #reality	Sun Jan 10 22:02:58 +0000 2016
NA	308	neutral	I just used Shazam to discover Rooster by Alice In Chains. https://t.co/DOdvINtK7m	Sun Jan 10 18:25:47 +0000 2016
NA	309	neutral	that's it.  now i need to make chili. #starving	Sat Jan 09 22:13:24 +0000 2016
NA	310	neutral	https://t.co/4Sz9E2OKpZ	Sat Jan 09 19:49:14 +0000 2016
NA	311	positive	..you had me at hello ;)   new fan from across the pond. https://t.co/tyyhyz591m	Sat Jan 09 17:43:25 +0000 2016
NA	312	positive	'meat me' ;)   https://t.co/i1dU6K62wm	Sat Jan 09 16:39:58 +0000 2016
NA	313	neutral	Vashti Bunyan - Some Things Just Stick In Your Mind https://t.co/zxdbbLgPO4	Sat Jan 09 15:56:47 +0000 2016
NA	314	positive	https://t.co/gVUh8U1RJc @MattStoicSteady *beautiful	Sat Jan 09 15:50:59 +0000 2016
NA	315	positive	wow. i need to dig in deeper.   https://t.co/tOvzptKdPt	Sat Jan 09 15:41:48 +0000 2016
NA	316	neutral	https://t.co/WOo8fEhbnT	Sat Jan 09 15:21:44 +0000 2016
NA	317	negative	admit i'm a sucker for these..  20 light-hearted movies to help you forget about everything https://t.co/YKf9BTwVcl	Sat Jan 09 15:12:00 +0000 2016
NA	318	neutral	https://t.co/OpgYlQS7Km #cohen	Sat Jan 09 15:07:17 +0000 2016
NA	319	neutral	Janet Delaney Photographs New York in the 1980s https://t.co/X4lcMRSsSA	Sat Jan 09 14:48:16 +0000 2016
NA	320	neutral	RT @charlescirtwill: Germany Opens 62-Mile Bicycle Highway That's Completely Car-Free https://t.co/ABGN6c91A4	Sat Jan 09 14:45:06 +0000 2016
NA	321	neutral	I just used Shazam to discover Wilder Mind by Mumford &amp; Sons. https://t.co/QLYf2cwFej	Fri Jan 08 20:54:45 +0000 2016
NA	322	positive	happy weekend, uptown saint john.. https://t.co/9J7EAYT61e	Fri Jan 08 20:41:22 +0000 2016
NA	323	positive	RT @MrLXC: The right to "bear arms," literally. 😂 https://t.co/7KgsTK10sx	Fri Jan 08 18:37:11 +0000 2016
NA	324	neutral	RT @davidalston: Want to get involved with the startup community? Apply to be a @Venture4Canada Community Ambassador!  https://t.co/101n2Tp…	Fri Jan 08 18:05:00 +0000 2016
NA	325	neutral	lunch @sjcitymarket with my girl @morgankatemagee https://t.co/x592L9gWJa	Fri Jan 08 18:02:52 +0000 2016
NA	326	neutral	Rodriguez - Crucify Your Mind https://t.co/BapfRinRX1	Fri Jan 08 16:02:39 +0000 2016
NA	327	negative	'i don't drink milk. and i never will. you a**hole' https://t.co/NYRPtUmDI1 … #LemmyKilmister yup, typical. cheers. @977Paulie @977HTZFM	Fri Jan 08 15:37:37 +0000 2016
NA	328	neutral	THIS https://t.co/sGS0UGXR8W showed at the @SaintJohnFPL last night and i missed it!  i need to follow their activities more closely.	Fri Jan 08 14:27:48 +0000 2016
NA	329	neutral	Check out Watch Billy Joel and Jimmy Fallon Cover the Rolling Stones’ ‘Beast of Burden’ https://t.co/zLjtTMWzmQ	Fri Jan 08 04:14:00 +0000 2016
NA	330	neutral	RT @ThatEricAlper: I see what you did there. (Via The Chive) https://t.co/5uKP6os61H	Fri Jan 08 04:10:04 +0000 2016
NA	331	neutral	https://t.co/jz8IHJp13y	Fri Jan 08 03:12:16 +0000 2016
NA	332	positive	@AudFan ..you are ADORABLE!! :)	Fri Jan 08 02:05:33 +0000 2016
NA	333	positive	RT @ThatEricAlper: Noel Gallagher Gets It Right On The Value Of Music: https://t.co/2ZE8PFQC0h	Fri Jan 08 02:04:08 +0000 2016
NA	334	positive	@Cove17 ..not at all.  it's timeless and a great portrait.  i'm glad you have it :). ..thanks for sharing.	Fri Jan 08 02:03:03 +0000 2016
NA	335	neutral	hand-lettering?? https://t.co/BWKh6ZkQOH	Fri Jan 08 01:59:03 +0000 2016
NA	336	negative	i'm eating a leftover marshmallow snowman peep in bed.  not sure what that means.	Fri Jan 08 01:56:09 +0000 2016
NA	337	neutral	RT @Cove17: The view from Citadel Hill has changed over my lifetime. I have some photos to prove it: https://t.co/UbzqsEyJOd https://t.co/Z…	Fri Jan 08 01:54:58 +0000 2016
NA	338	neutral	RT @itsnicethat: Peacocks, 70s baroque and Wes Anderson vibes in Berlin for Gucci’s SS16 campaign &gt; https://t.co/c59vWr46eP https://t.co/cQ…	Fri Jan 08 01:53:54 +0000 2016
NA	339	neutral	@Cove17 you?	Fri Jan 08 01:53:06 +0000 2016
NA	340	neutral	This guy’s ex-wife left him with nothing but a dog. So this is what he did... https://t.co/HTDU7cipzA	Fri Jan 08 01:43:48 +0000 2016
NA	341	neutral	https://t.co/NsvkatJwF0	Fri Jan 08 01:14:55 +0000 2016
NA	342	positive	If you follow anything this year...follow this blog.  Good inside info, guaranteed! #livelifeuptown #saintjohn https://t.co/wfu6l0SaN3	Fri Jan 08 01:05:31 +0000 2016
NA	343	positive	RT @RELEVANT: No amount of media attention or Instagram followers will ever fill this void within us to be known and appreciated. https://t…	Fri Jan 08 00:42:25 +0000 2016
NA	344	neutral	RT @halifaxbloggers: A congregation of outlaws and bewhiskered souls in The Hateful Eight: https://t.co/jxa9rTiWde #film @CarstenKnox https…	Fri Jan 08 00:41:31 +0000 2016
NA	345	neutral	guess who's back??  https://t.co/VgbPWG6arv #peeweeherman	Thu Jan 07 23:16:05 +0000 2016
NA	346	neutral	David Bowie Shares Disturbing "Lazarus" Video https://t.co/ZoMy3VUOhE via @pitchfork	Thu Jan 07 21:38:10 +0000 2016
NA	347	neutral	https://t.co/fGfr9bKkNi	Thu Jan 07 21:02:58 +0000 2016
NA	348	neutral	eilen jewell -  i remember you https://t.co/aI97zF18bQ	Thu Jan 07 15:22:02 +0000 2016
NA	349	positive	RT @frogspadca: Listen to Craig's Drink'n'Music 2015 Top Ten by Craig on @AppleMusic. https://t.co/yB9DZzjgCa	Thu Jan 07 14:53:04 +0000 2016
NA	350	neutral	this guy always makes me salivate.. https://t.co/ADggI9yHlS  @Hawkalicious	Thu Jan 07 03:45:36 +0000 2016
NA	351	neutral	RT @ApryllAileen: Last show tonight @HiltonSaintJohn 8pm start!!! https://t.co/UCGKvBrlH2 #music @uptownsaintjohn @TracyLee1 @sjpartycentra…	Wed Jan 06 21:35:59 +0000 2016
NA	352	neutral	jonesing	Wed Jan 06 19:55:08 +0000 2016
NA	353	positive	RT @eastcoastbistr0: @TracyLee1 Thank You! Your body thanks you too 😊 #healthful #winterbright	Wed Jan 06 17:59:10 +0000 2016
NA	354	positive	i'm pretty much addicted to the b&amp;w salad at @eastcoastbistr0 ..sandwich looks amazing too!  lunch done right. https://t.co/SC38K6IiAF	Wed Jan 06 17:46:52 +0000 2016
NA	355	neutral	https://t.co/16W5hcbPpd	Wed Jan 06 14:54:32 +0000 2016
NA	356	neutral	Neil Finn and Eddie Vedder - Max Music Sessions 2014 https://t.co/DtMMm5EjKQ	Wed Jan 06 14:27:41 +0000 2016
NA	357	positive	the buckles, the hats, the attitude.  watch this!  perfect. https://t.co/KlKwNLKoyJ	Wed Jan 06 14:05:33 +0000 2016
NA	358	positive	#sexandthecity quotes seem to make everything all better	Wed Jan 06 13:52:54 +0000 2016
NA	359	positive	powerful ............... https://t.co/lGdQLT8KGG	Tue Jan 05 23:55:42 +0000 2016
NA	360	neutral	cheers darlin'  https://t.co/GIt380myTT	Tue Jan 05 23:47:03 +0000 2016
NA	361	neutral	https://t.co/MMpK6mFOlW	Tue Jan 05 18:17:37 +0000 2016
NA	362	neutral	Five crucial life lessons from a couple who weren’t afraid of change https://t.co/nuQ49KoISh	Tue Jan 05 16:02:05 +0000 2016
NA	363	neutral	RT @handworksart: Look who's in this issue of Arabella Magazine! We only have a few copies left at the gallery!#handworkslovesarabella http…	Tue Jan 05 14:59:30 +0000 2016
NA	364	positive	that smile should be illegal :)	Tue Jan 05 13:37:59 +0000 2016
NA	365	neutral	https://t.co/pz0qlZSVau	Tue Jan 05 03:18:15 +0000 2016
NA	366	positive	in french, you don’t say ‘i miss you. you say ‘tu me manques,’ - closer to ‘you are missing from me. you're part of me. you are like a limb'	Tue Jan 05 03:00:12 +0000 2016
NA	367	negative	RT @imgur: Trash Panda accidentally dissolves his candy floss. https://t.co/I6EwIWtBBE https://t.co/axK5Z3S5FB	Tue Jan 05 02:53:29 +0000 2016
NA	368	positive	i really wish the powers that be could more evenly distribute confidence.	Tue Jan 05 02:52:26 +0000 2016
NA	369	negative	a sensitive soul can feel, like a chill in the air, when blood runs cold	Tue Jan 05 00:01:49 +0000 2016
NA	370	positive	xmas gift for my girls &amp; i came in the mail today. tks! @SocialPS #SPSteam SO COOL! @shannonmagee @morgankatemagee https://t.co/ZbgmGPlgED	Mon Jan 04 22:43:06 +0000 2016
NA	371	positive	RT @cbcradio: Take CBC Radio with you wherever you go! Listen live on your phone. Get it free on Google Play now. https://t.co/uyXPnvAcGP	Mon Jan 04 21:41:51 +0000 2016
